"trade_year","from_iso3","to_iso3","sector","trade_value"
2005,"HRV","USA","Other Services",67426933.5
2005,"THA","SVK","Education",30672
2005,"GRC","MEX","Hospitality",20290840
2005,"GRC","HUN","Retail Trade",6628734
2005,"SVK","CZE","Retail Trade",165378604
2005,"POL","IRN","Water Transport",48957.5
2005,"SRB","FIN","Air Transport",2166.66666666667
2005,"RUS","ITA","Real Estate",15925950
2005,"KOR","SVK","Utilities",1640176.16666667
2005,"JPN","EST","Wholesale Trade",1758539.5
2005,"NGA","ROU","Inland Transport",54266.1666666667
2005,"AGO","RoW","Business Services",7040773
2005,"RUS","ISR","Utilities",5487215.16666667
2005,"SRB","GAB","Other Services",2000
2005,"ESP","POL","Health",293745
2005,"NLD","CAN","Hospitality",212290920
2005,"RoW","BOL","Communications",26200000
2005,"PRT","AUT","Utilities",4915416.66666667
2005,"IND","NOR","Business Services",6481271.5
2005,"DJI","RoW","Public Services",153630000
2005,"SWE","NLD","Retail Trade",880469095
2005,"HUN","CZE","Other Services",14161118.5
2005,"NIC","RoW","Vehicle Trade",5633333.33333333
2005,"HKG","SGP","Other Services",356135238
2005,"CZE","SWE","Construction",2038521
2005,"GRC","RUS","Hospitality",614961631
2005,"BGR","NOR","Air Transport",3900678.33333333
2005,"EST","IND","Public Services",1180
2005,"JPN","BRA","Public Services",1594954
2005,"CYP","BEL","Communications",6217020
2005,"ITA","TUR","Financial Services",40109800
2005,"SVN","PHL","Transport Services",88479
2005,"RoW","HRV","Air Transport",39028409.1666667
2005,"CUB","SRB","Retail Trade",47000
2005,"MEX","KGZ","Transport Services",66594
2005,"MEX","JPN","Hospitality",73757203
2005,"FRA","CYP","Construction",122688
2005,"ISL","SWE","Public Services",1016902
2005,"NOR","FIN","Inland Transport",9590962
2005,"NZL","SWE","Retail Trade",6101408
2005,"ROU","TUR","Transport Services",25411917
2005,"ROU","SVK","Hospitality",8500918
2005,"MEX","GRC","Financial Services",153361
2005,"AUT","CHE","Water Transport",6684966.66666667
2005,"SRB","BGR","Wholesale Trade",29333.3333333333
2005,"ISR","SVN","Public Services",289027
2005,"NLD","SWE","Air Transport",145104868.5
2005,"EST","CHN","Real Estate",14156.5
2005,"LTU","LVA","Public Services",219424
2005,"CAN","BEL","Public Services",3539100
2005,"IDN","EST","Water Transport",380650.833333333
2005,"VNM","KGZ","Other Services",55517.5
2005,"DZA","KGZ","Water Transport",35.3333333333333
2005,"RoW","IRL","Utilities",389694233.333333
2005,"LUX","RUS","Communications",3998195
2005,"VEN","RoW","Vehicle Trade",64000000
2005,"PRT","GBR","Health",3450623
2005,"NLD","EST","Other Services",9250028.5
2005,"ESP","NOR","Wholesale Trade",13551017.3333333
2005,"JPN","BGR","Financial Services",1447492
2005,"RoW","NZL","Vehicle Trade",467693933.166667
2005,"GBR","BGR","Real Estate",3649402
2005,"HRV","POL","Vehicle Trade",244394.5
2005,"RoW","RWA","Utilities",20310000
2005,"DNK","RUS","Vehicle Trade",4527040.33333333
2005,"RUS","SLE","Inland Transport",2348433.33333333
2005,"AUT","SVN","Transport Services",201183679
2005,"DEU","IND","Inland Transport",105189916.666667
2005,"RUS","GBR","Education",1724721
2005,"RoW","BWA","Business Services",178130897
2005,"SVK","BGR","Business Services",2270923.5
2005,"AUT","RoW","Wholesale Trade",81399300
2005,"PAN","KOR","Utilities",11883333.3333333
2005,"RoW","CAN","Water Transport",13754060.8333333
2005,"IRL","NLD","Water Transport",75087906
2005,"AFG","RUS","Real Estate",149
2005,"NOR","LUX","Transport Services",20326232
2005,"AUT","ESP","Hospitality",455364200
2005,"SWE","THA","Communications",3305520
2005,"ITA","RoW","Public Services",23594000
2005,"MAR","SRB","Construction",3064000
2005,"FRA","TUR","Utilities",35194383.3333333
2005,"CAN","NOR","Vehicle Trade",33140918.8333333
2005,"DNK","MEX","Vehicle Trade",20369290
2005,"GRC","CHE","Financial Services",6134440
2005,"BOL","RoW","Other Services",9300000
2005,"BGR","GBR","Public Services",3992104
2005,"SRB","NLD","Utilities",118400
2005,"KGZ","THA","Inland Transport",2433.5
2005,"BGR","NZL","Wholesale Trade",50333.8333333333
2005,"RUS","MDA","Hospitality",204768852
2005,"CAF","KGZ","Education",18600
2005,"GBR","MLT","Hospitality",115587007
2005,"MAR","SVN","Other Services",39520
2005,"RUS","IRL","Air Transport",114074695.833333
2005,"BEL","HRV","Transport Services",1274077
2005,"ARM","KGZ","Real Estate",6521
2005,"RoW","ISL","Financial Services",61960204
2005,"EGY","ITA","Hospitality",1403843000
2005,"GBR","JPN","Public Services",119710057
2005,"KGZ","CYP","Retail Trade",34189
2005,"JOR","RoW","Water Transport",78302748.1666667
2005,"AUS","RoW","Communications",229647914
2005,"HUN","CHE","Financial Services",189932
2005,"THA","AUT","Financial Services",1179700
2005,"POL","RUS","Water Transport",13072164.8333333
2005,"POL","ESP","Financial Services",2932734
2005,"MEX","GBR","Education",1724721
2005,"RoW","MSR","Utilities",798792.666666667
2005,"HRV","SVK","Financial Services",640578
2005,"GNQ","RUS","Utilities",142.5
2005,"RoW","EST","Public Services",1281154
2005,"LUX","KGZ","Wholesale Trade",797.666666666667
2005,"CHN","GBR","Inland Transport",84535335.8333333
2005,"FRA","LUX","Vehicle Trade",16751740
2005,"KGZ","FRA","Other Services",143112
2005,"HND","RoW","Public Services",15878850
2005,"CAN","ISR","Wholesale Trade",11966033
2005,"RUS","NAM","Real Estate",18199.5
2005,"FRA","CHL","Financial Services",1179700
2005,"ARG","USA","Transport Services",64000000
2005,"CIV","RoW","Business Services",117536427.5
2005,"NPL","RoW","Hospitality",131310000
2005,"RUS","TJK","Transport Services",28707301
2005,"RoW","TJK","Other Services",2213400
2005,"SVK","ISL","Transport Services",245378
2005,"THA","ITA","Inland Transport",18481966.6666667
2005,"NZL","AUT","Hospitality",62524100
2005,"BGD","KGZ","Vehicle Trade",2902.16666666667
2005,"POL","MEX","Water Transport",1368059
2005,"RoW","CYP","Hospitality",32107896
2005,"RUS","CHE","Retail Trade",12765320
2005,"GBR","SWE","Vehicle Trade",107435672.166667
2005,"RUS","ESH","Business Services",8981
2005,"NLD","VEN","Retail Trade",56228041
2005,"FRA","PHL","Inland Transport",3145866.66666667
2005,"PRT","SRB","Vehicle Trade",1000
2005,"DEU","CAN","Vehicle Trade",62580977
2005,"IND","CZE","Business Services",1733569.5
2005,"RUS","MAR","Transport Services",1471211
2005,"RUS","LUX","Hospitality",7477019
2005,"ROU","HRV","Air Transport",345259.333333333
2005,"RoW","MAR","Other Services",416718276.5
2005,"HUN","NOR","Other Services",2510992
2005,"RoW","ABW","Inland Transport",26536312.8333333
2005,"SRB","USA","Water Transport",2632101.66666667
2005,"ITA","IND","Hospitality",212346000
2005,"MAR","BGR","Other Services",1206244
2005,"PRT","SVN","Communications",250096
2005,"DEU","MLT","Air Transport",266300366
2005,"ZAF","LUX","Wholesale Trade",4305905
2005,"RUS","AFG","Communications",372
2005,"RoW","SVK","Hospitality",9627532
2005,"SWE","MYS","Real Estate",381043
2005,"IRL","USA","Utilities",30278966.6666667
2005,"SVK","NOR","Retail Trade",4196193
2005,"EST","IRL","Inland Transport",3179488.16666667
2005,"FIN","GBR","Other Services",156009426.5
2005,"TUR","EST","Transport Services",1074707
2005,"AUS","KOR","Water Transport",38383333.3333333
2005,"USA","CZE","Construction",2496246
2005,"AUS","PHL","Hospitality",83161537
2005,"SWE","LVA","Other Services",4998388.5
2005,"THA","DEU","Wholesale Trade",73141400
2005,"KGZ","SVK","Retail Trade",4700
2005,"CHE","AUT","Hospitality",86118100
2005,"TUN","LBY","Water Transport",3996402
2005,"LTU","ROU","Inland Transport",2878663.66666667
2005,"SYR","RUS","Transport Services",3415341
2005,"AUT","ISL","Business Services",1179700
2005,"IDN","USA","Financial Services",3000000
2005,"DNK","BEL","Water Transport",699812589.333333
2005,"BGR","CZE","Air Transport",5138970.33333333
2005,"IRN","CZE","Health",1180
2005,"KOR","KGZ","Vehicle Trade",710699.833333333
2005,"CZE","CAN","Other Services",5613012
2005,"DNK","EST","Education",845845
2005,"EGY","SVN","Public Services",218245
2005,"PAN","SRB","Business Services",776500
2005,"KGZ","AZE","Retail Trade",623
2005,"MAR","LTU","Air Transport",86314.5
2005,"POL","NOR","Public Services",9133238
2005,"RoW","COL","Water Transport",2763068402.16667
2005,"JPN","SVN","Financial Services",95555
2005,"MEX","LUX","Hospitality",1533610
2005,"USA","GBR","Water Transport",4608328370.66667
2005,"RUS","ERI","Wholesale Trade",1085600
2005,"NLD","MLT","Communications",738492
2005,"GBR","ROU","Retail Trade",93505382
2005,"PAN","RoW","Inland Transport",298500000
2005,"SVK","POL","Air Transport",11241164.5
2005,"SVK","SVN","Business Services",6314346
2005,"RoW","PSE","Wholesale Trade",12073393.3333333
2005,"AUT","LTU","Utilities",798853.5
2005,"SVN","FIN","Vehicle Trade",234367
2005,"NLD","NGA","Other Services",367270692.5
2005,"THA","BEL","Other Services",12386850
2005,"HKG","RUS","Inland Transport",116387438
2005,"AUT","BGR","Transport Services",81730796
2005,"POL","THA","Utilities",195437
2005,"POL","BEL","Vehicle Trade",13369933.3333333
2005,"SRB","NGA","Financial Services",40000
2005,"GRC","NOR","Other Services",28828328.5
2005,"LUX","FRA","Financial Services",421152900
2005,"MLT","SRB","Wholesale Trade",833.333333333333
2005,"RoW","MNE","Air Transport",54495154.6666667
2005,"POL","HKG","Air Transport",3714678.5
2005,"EGY","DNK","Air Transport",66807983.6666667
2005,"SRB","BMU","Other Services",4000
2005,"RUS","GEO","Inland Transport",2060307.66666667
2005,"ISL","LUX","Vehicle Trade",4364890
2005,"CYP","HKG","Hospitality",60165
2005,"RoW","ITA","Retail Trade",38070098700
2005,"KOR","NZL","Other Services",8700000
2005,"PHL","RoW","Vehicle Trade",160333333.333333
2005,"MKD","RUS","Other Services",565802
2005,"SRB","RoW","Transport Services",2472000
2005,"RoW","ZMB","Communications",6700000
2005,"LUX","EGY","Financial Services",10853240
2005,"MLT","FIN","Hospitality",5103382
2005,"DEU","SRB","Real Estate",3295000
2005,"ISR","ITA","Hospitality",252455800
2005,"POL","ZAF","Inland Transport",1514735
2005,"ETH","RUS","Real Estate",27036.5
2005,"MAR","GRC","Business Services",926064.5
2005,"POL","GBR","Air Transport",289548124.5
2005,"FRA","HRV","Other Services",19606024.5
2005,"TUR","SWE","Utilities",6163932.5
2005,"ESP","RoW","Water Transport",2552674183.33333
2005,"CYP","ISR","Business Services",59096135
2005,"HKG","SWE","Real Estate",10104130.5
2005,"NOR","JPN","Transport Services",40063792
2005,"FRA","SVK","Construction",3973230
2005,"NOR","KGZ","Hospitality",1431
2005,"CYP","GBR","Hospitality",4119804966
2005,"KGZ","ISL","Wholesale Trade",5424.5
2005,"ROU","CYP","Hospitality",23457156
2005,"CZE","PRT","Retail Trade",790400
2005,"LUX","RoW","Business Services",11182199345
2005,"NAM","RUS","Air Transport",3466.83333333333
2005,"SVN","MYS","Vehicle Trade",3342.5
2005,"RoW","KEN","Inland Transport",161896703.833333
2005,"MAR","HUN","Business Services",16516
2005,"BRN","RUS","Real Estate",131.5
2005,"BEL","ISR","Communications",3807570
2005,"ROU","BRA","Wholesale Trade",54266.1666666667
2005,"DNK","CHL","Retail Trade",10924023
2005,"CAN","AUS","Inland Transport",24894850.1666667
2005,"NLD","RoW","Transport Services",6088122618
2005,"GBR","NLD","Health",3450623
2005,"KGZ","TZA","Hospitality",2179
2005,"KOR","CYP","Utilities",702118.166666667
2005,"DEU","IDN","Inland Transport",18481966.6666667
2005,"KGZ","BGD","Hospitality",21879
2005,"AUT","ROU","Other Services",58807453.5
2005,"CHE","SWE","Retail Trade",1271716
2005,"MAR","ITA","Water Transport",73534633.3333333
2005,"BLR","LVA","Hospitality",11464000
2005,"USA","HKG","Water Transport",152000000
2005,"QAT","RoW","Inland Transport",287133699.666667
2005,"CHN","HUN","Wholesale Trade",6024924.5
2005,"ISR","BGR","Public Services",483678
2005,"SRB","SVN","Wholesale Trade",80000
2005,"GRC","ISL","Real Estate",5898.5
2005,"UKR","KGZ","Health",1885
2005,"BEL","TUR","Air Transport",15729333.3333333
2005,"COL","SRB","Air Transport",13000
2005,"RUS","BIH","Inland Transport",3349.66666666667
2005,"SVN","ITA","Business Services",50275275
2005,"USA","DEU","Business Services",17084415400
2005,"USA","BRA","Utilities",194833333.333333
2005,"NZL","ROU","Vehicle Trade",54266.1666666667
2005,"ROU","CAN","Water Transport",1845640
2005,"BRA","FRA","Inland Transport",57608683.3333333
2005,"SVN","HUN","Water Transport",4641333.5
2005,"EST","ESP","Wholesale Trade",476598.833333333
2005,"EST","NLD","Construction",278409
2005,"POL","IRL","Education",293745
2005,"EST","RoW","Hospitality",9209919
2005,"RUS","PAN","Wholesale Trade",13231083
2005,"SWE","FIN","Real Estate",29675943.5
2005,"IRN","ITA","Vehicle Trade",22021066.6666667
2005,"IDN","JPN","Communications",10060482
2005,"THA","CYP","Education",20055
2005,"ESP","CZE","Wholesale Trade",8456286.16666667
2005,"LUX","MAR","Wholesale Trade",78646.6666666667
2005,"ESP","SVK","Transport Services",14729733
2005,"FRA","JPN","Vehicle Trade",111776378.333333
2005,"RoW","NAM","Retail Trade",82427415
2005,"RUS","ECU","Retail Trade",199782
2005,"CAN","BRB","Vehicle Trade",687703
2005,"IND","BGR","Retail Trade",542663
2005,"QAT","SRB","Business Services",15000
2005,"GEO","AZE","Communications",9000
2005,"KGZ","CUB","Other Services",1399
2005,"CZE","EST","Hospitality",9464733
2005,"NLD","SVK","Water Transport",4402050
2005,"SWZ","RoW","Communications",342915
2005,"CIV","RUS","Communications",31902
2005,"DEU","IRL","Public Services",2359400
2005,"SRB","GIN","Water Transport",60666.6666666667
2005,"LUX","SRB","Inland Transport",3962666.66666667
2005,"FRA","SWE","Public Services",15251162
2005,"HRV","ITA","Wholesale Trade",39716566.6666667
2005,"HKG","BGR","Vehicle Trade",1829714.66666667
2005,"IND","DEU","Construction",92016600
2005,"JPN","THA","Construction",413713712
2005,"DNK","SVN","Inland Transport",3611456.33333333
2005,"RoW","SLV","Education",3200000
2005,"SVN","GRC","Water Transport",2852907.83333333
2005,"NLD","AZE","Water Transport",1517000
2005,"CAN","CZE","Vehicle Trade",1513161.83333333
2005,"CZE","CYP","Public Services",18876
2005,"PRT","SWE","Communications",12710088
2005,"CAN","NOR","Real Estate",8763991.5
2005,"DNK","MEX","Real Estate",79040
2005,"GBR","IRN","Inland Transport",7188305.33333333
2005,"AFG","RUS","Vehicle Trade",2869.66666666667
2005,"AUS","CYP","Education",613445
2005,"USA","SAU","Other Services",166000000
2005,"IDN","ITA","Air Transport",3342483.33333333
2005,"LTU","USA","Communications",9921278
2005,"RUS","CZE","Health",156900
2005,"MEX","DNK","Communications",1583158
2005,"SVK","IRL","Wholesale Trade",71371.8333333333
2005,"PRT","CZE","Education",92017
2005,"NLD","ROU","Utilities",9176886.66666667
2005,"CHN","JPN","Construction",181075692
2005,"NER","RoW","Inland Transport",1420020
2005,"RUS","CUB","Utilities",1427637
2005,"CAN","HUN","Transport Services",252456
2005,"TGO","RoW","Water Transport",9474666.66666667
2005,"FIN","IDN","Public Services",2241430
2005,"SRB","ZWE","Retail Trade",48000
2005,"CHN","HRV","Communications",637038
2005,"RUS","URY","Business Services",19511745
2005,"USA","SGP","Education",94000000
2005,"GBR","BGR","Vehicle Trade",4986198.66666667
2005,"HRV","POL","Real Estate",146872.5
2005,"DNK","RUS","Real Estate",2465368
2005,"CAN","KGZ","Financial Services",147464
2005,"EST","CHN","Vehicle Trade",329529.5
2005,"HUN","USA","Utilities",16522681.6666667
2005,"EGY","SWE","Public Services",3050704
2005,"CYP","RoW","Financial Services",359944165
2005,"KEN","KGZ","Financial Services",2298
2005,"LUX","ISR","Financial Services",26307310
2005,"BEL","LUX","Retail Trade",501372500
2005,"JPN","LTU","Wholesale Trade",146872.666666667
2005,"NOR","AUT","Water Transport",37272622
2005,"ROU","DNK","Other Services",5145261.5
2005,"KOR","ESP","Public Services",1500000
2005,"GRC","MLT","Inland Transport",303576.166666667
2005,"SRB","ARG","Other Services",2500
2005,"MUS","SRB","Other Services",362000
2005,"CYP","EGY","Business Services",4192063.5
2005,"AUS","CHN","Air Transport",25558821
2005,"DEU","PRT","Transport Services",9437600
2005,"IRL","NOR","Other Services",23714330
2005,"CYP","RoW","Other Services",31372352.5
2005,"CHN","POL","Financial Services",880056
2005,"SGP","IRL","Financial Services",35391000
2005,"SVK","SWE","Business Services",29788606
2005,"KOR","PHL","Business Services",11600000
2005,"BGR","VEN","Business Services",120330
2005,"RoW","ECU","Vehicle Trade",173750581.333333
2005,"LUX","GRC","Utilities",4203664.33333333
2005,"CAN","ROU","Business Services",20522649
2005,"RUS","NAM","Vehicle Trade",9266.66666666667
2005,"ITA","IRN","Air Transport",80219600
2005,"MAR","RoW","Utilities",216748100.166667
2005,"VEN","PRT","Hospitality",5261462
2005,"RoW","GNB","Construction",50706
2005,"NOR","HRV","Retail Trade",9403389
2005,"GRC","USA","Utilities",1261929022.33333
2005,"HRV","CZE","Utilities",224536.166666667
2005,"JPN","FIN","Other Services",34187706
2005,"FIN","IRL","Inland Transport",2097899.83333333
2005,"UGA","RUS","Communications",9438
2005,"RUS","DNK","Communications",12720565
2005,"DNK","IND","Communications",791579
2005,"EGY","HRV","Other Services",3586288
2005,"NLD","MYS","Wholesale Trade",14889780.1666667
2005,"CHN","SVK","Vehicle Trade",1421145.33333333
2005,"HUN","MLT","Inland Transport",77663.6666666667
2005,"JPN","SWE","Financial Services",9023526
2005,"GBR","SWE","Real Estate",110888261
2005,"AUT","RoW","Air Transport",4393399416.66667
2005,"GBR","VEN","Utilities",10638731.1666667
2005,"LUX","IND","Vehicle Trade",2516693.33333333
2005,"ARM","KGZ","Vehicle Trade",912.833333333333
2005,"ISR","LUX","Vehicle Trade",216278.333333333
2005,"DNK","ESP","Business Services",143032728
2005,"ESP","ISR","Real Estate",1000000
2005,"SGP","LTU","Business Services",6360352.5
2005,"EST","GBR","Other Services",15024070.5
2005,"BMU","USA","Transport Services",26000000
2005,"DEU","AUT","Utilities",425478466.666667
2005,"USA","RoW","Public Services",3018000000
2005,"CZE","ESP","Utilities",13071665.8333333
2005,"LUX","HUN","Utilities",1143719.16666667
2005,"NLD","SRB","Hospitality",6157000
2005,"KHM","RUS","Communications",76212
2005,"SVN","NLD","Retail Trade",11832390
2005,"ESP","ITA","Utilities",156506866.666667
2005,"RoW","MAC","Financial Services",105493426
2005,"BGR","KOR","Communications",120330
2005,"RUS","FIN","Business Services",195332560.5
2005,"NZL","CZE","Business Services",998028
2005,"FIN","NLD","Construction",377504
2005,"RoW","LTU","Public Services",601648
2005,"HKG","ROU","Retail Trade",2605957
2005,"FIN","RoW","Hospitality",90907682
2005,"RoW","SRB","Water Transport",8977666.66666667
2005,"SVN","THA","Communications",14156
2005,"ZAF","SRB","Business Services",198000
2005,"FIN","ESP","Wholesale Trade",16804826.5
2005,"TUR","SVN","Utilities",1025552.5
2005,"GRC","IDN","Air Transport",263466.333333333
2005,"AUS","BEL","Other Services",15925950
2005,"HKG","SVN","Real Estate",126818
2005,"RoW","SEN","Hospitality",64503810
2005,"AUT","DEU","Communications",747929800
2005,"RUS","ETH","Communications",5808
2005,"CZE","DEU","Retail Trade",539390692
2005,"SGP","HUN","Air Transport",1358424.66666667
2005,"SVN","ROU","Health",20055
2005,"VEN","FRA","Water Transport",79039900
2005,"GBR","RUS","Inland Transport",127089333.833333
2005,"RUS","BRN","Communications",10880
2005,"NLD","FIN","Wholesale Trade",40628868
2005,"DNK","KOR","Other Services",158152351.5
2005,"BRA","USA","Public Services",40000000
2005,"JPN","MYS","Other Services",668379090
2005,"BEL","ROU","Public Services",14335715
2005,"SRB","PRK","Retail Trade",2000
2005,"ISL","ITA","Hospitality",46008300
2005,"NZL","DEU","Construction",2359400
2005,"CHE","KGZ","Water Transport",134.5
2005,"DNK","BRA","Retail Trade",44959547
2005,"ITA","NOR","Construction",35391000
2005,"ISR","IRL","Communications",4000
2005,"NLD","BGR","Air Transport",15029181
2005,"DEU","GBR","Health",1724721
2005,"MEX","ITA","Vehicle Trade",2752633.33333333
2005,"SRB","SWE","Wholesale Trade",252587
2005,"RUS","TUN","Public Services",255688
2005,"NZL","BGR","Retail Trade",180494
2005,"KGZ","BLR","Health",405
2005,"SVN","TUR","Education",61344
2005,"IND","ROU","Vehicle Trade",271527.666666667
2005,"RoW","COD","Hospitality",53514556
2005,"GBR","MEX","Inland Transport",18689790.5
2005,"FRA","DNK","Air Transport",100184449.666667
2005,"NGA","LUX","Financial Services",2123460
2005,"KOR","IDN","Wholesale Trade",52366666.6666667
2005,"GIB","RUS","Real Estate",409501.5
2005,"RUS","MYS","Business Services",6003814
2005,"BGR","IND","Other Services",30082.5
2005,"CHE","SVN","Retail Trade",4541845
2005,"SGP","GRC","Air Transport",11973955
2005,"CZE","BGR","Construction",1205654
2005,"GRD","RoW","Real Estate",9182259.5
2005,"LTU","POL","Construction",12608634
2005,"SDN","RoW","Other Services",32835
2005,"SVK","ESP","Inland Transport",11685716.3333333
2005,"RoW","NLD","Business Services",50568946470.5
2005,"NLD","URY","Wholesale Trade",128784
2005,"AZE","LVA","Water Transport",1519833.33333333
2005,"TUV","RoW","Inland Transport",35175.3333333333
2005,"CRI","RUS","Business Services",21250
2005,"CZE","DNK","Water Transport",68152449.3333333
2005,"LTU","HUN","Hospitality",3069579
2005,"USA","PRT","Business Services",112702639.5
2005,"UZB","RUS","Other Services",3820705
2005,"CYP","FRA","Business Services",42289886
2005,"SRB","LTU","Financial Services",11000
2005,"ITA","RUS","Air Transport",71126217.1666667
2005,"ARG","CZE","Air Transport",410339.166666667
2005,"BEL","FRA","Communications",335034800
2005,"LTU","GRC","Hospitality",6180448
2005,"IDN","SRB","Public Services",388000
2005,"DNK","SWE","Inland Transport",213177883.833333
2005,"HUN","IDN","Air Transport",55249.6666666667
2005,"KOR","CZE","Financial Services",1872184
2005,"IDN","LTU","Water Transport",241641.666666667
2005,"RUS","ITA","Vehicle Trade",39519950
2005,"ROU","ITA","Construction",30672200
2005,"USA","IDN","Hospitality",374000000
2005,"JPN","NLD","Transport Services",5982259
2005,"NLD","LTU","Other Services",8822976
2005,"CAN","SRB","Education",35000
2005,"CHE","NOR","Business Services",5597677.5
2005,"ZAF","RoW","Inland Transport",255319706.5
2005,"LTU","RUS","Retail Trade",11243646
2005,"ISR","CYP","Construction",756187
2005,"SRB","IRL","Business Services",3536000
2005,"LUX","ISL","Air Transport",1376316.66666667
2005,"RUS","PNG","Inland Transport",501250
2005,"AUS","DEU","Wholesale Trade",29885733.3333333
2005,"MLT","LUX","Business Services",235940
2005,"USA","CHL","Utilities",62000000
2005,"SVK","LVA","Water Transport",282341.5
2005,"ITA","MEX","Air Transport",50727100
2005,"FRA","SVN","Public Services",762086
2005,"DEU","BGR","Communications",8385309
2005,"THA","KOR","Water Transport",21933333.3333333
2005,"SWE","HRV","Other Services",32704234.5
2005,"PRT","ITA","Wholesale Trade",29689116.6666667
2005,"GRC","RoW","Communications",324441094
2005,"ITA","AUT","Construction",66063200
2005,"RUS","SLV","Air Transport",140433.333333333
2005,"CYP","HKG","Business Services",3191088.5
2005,"EST","THA","Inland Transport",28902.6666666667
2005,"RUS","ARG","Construction",61749
2005,"ROU","ARG","Vehicle Trade",54266.1666666667
2005,"RoW","MEX","Water Transport",8966009632.83333
2005,"SWE","SVK","Construction",5775811
2005,"KGZ","GEO","Air Transport",3161.16666666667
2005,"SRB","DNK","Vehicle Trade",172166.666666667
2005,"EST","PRT","Public Services",94376
2005,"GRC","CHN","Wholesale Trade",9319630
2005,"LTU","SGP","Real Estate",127997.5
2005,"SVK","ESP","Transport Services",12011705
2005,"ROU","RoW","Retail Trade",86011927
2005,"CUB","RUS","Construction",5243
2005,"RUS","PNG","Transport Services",3007500
2005,"RoW","PNG","Other Services",365802000
2005,"KOR","CHN","Air Transport",681800000
2005,"BEL","FIN","Retail Trade",141174699
2005,"VEN","DEU","Business Services",76680500
2005,"FJI","RoW","Utilities",48465833.3333333
2005,"DNK","NZL","Water Transport",562372821
2005,"IND","RUS","Other Services",4857456.5
2005,"RoW","RUS","Water Transport",3665020980.16667
2005,"ROU","LVA","Air Transport",271527.666666667
2005,"SVK","SVN","Hospitality",8709725
2005,"CYP","DNK","Retail Trade",23136277
2005,"HKG","FIN","Public Services",2831280
2005,"SRB","MKD","Public Services",35000
2005,"USA","ISR","Water Transport",105500000
2005,"JPN","NLD","Inland Transport",89940131.3333333
2005,"MEX","LUX","Business Services",117970
2005,"ESP","SRB","Health",246000
2005,"TUR","CZE","Communications",743212
2005,"RoW","PER","Water Transport",2070605557
2005,"BRA","KGZ","Utilities",47838.8333333333
2005,"BEL","HKG","Communications",23594000
2005,"DNK","SWE","Transport Services",133081957
2005,"KGZ","CHN","Real Estate",58253
2005,"PAN","SRB","Hospitality",33000
2005,"ITA","ESP","Communications",73141400
2005,"RoW","SLV","Utilities",85608333.3333333
2005,"LTU","RoW","Utilities",278845295.666667
2005,"RoW","TUN","Health",6702103
2005,"SWE","JPN","Vehicle Trade",37382333.6666667
2005,"BGR","SRB","Retail Trade",2869000
2005,"AUT","ISL","Hospitality",16515800
2005,"SVK","BEL","Health",182854
2005,"GBR","RUS","Transport Services",281046092
2005,"FIN","DEU","Public Services",7078200
2005,"RoW","IRQ","Construction",394200000
2005,"ISL","NLD","Retail Trade",3313777
2005,"HKG","POL","Communications",293745
2005,"CHE","AUT","Business Services",89657200
2005,"GUY","RoW","Air Transport",1268333.33333333
2005,"EST","FRA","Other Services",1327164
2005,"NZL","NLD","Public Services",1370811
2005,"FIN","ISR","Other Services",3000000
2005,"JPN","LUX","Other Services",86842436
2005,"SAU","USA","Air Transport",51333333.3333333
2005,"SRB","ZMB","Retail Trade",47000
2005,"AUS","PHL","Business Services",10681298.5
2005,"HUN","RoW","Communications",649637196
2005,"KGZ","AND","Hospitality",885
2005,"SVN","BRA","Financial Services",18875
2005,"THA","CYP","Utilities",592995.833333333
2005,"ZAF","SVK","Water Transport",15336.1666666667
2005,"MLT","ITA","Vehicle Trade",21627833.3333333
2005,"KGZ","JOR","Other Services",25233
2005,"RoW","SVK","Business Services",56325958
2005,"CYP","DEU","Water Transport",835183164.333333
2005,"EST","CYP","Retail Trade",346832
2005,"POL","NZL","Vehicle Trade",146676
2005,"HUN","CHN","Wholesale Trade",2988376.66666667
2005,"ITA","IND","Business Services",24773700
2005,"IND","CZE","Hospitality",835228
2005,"LVA","NGA","Water Transport",3670439.5
2005,"USA","BRA","Education",178000000
2005,"RUS","LUX","Business Services",17357084.5
2005,"FIN","KGZ","Air Transport",538725.833333333
2005,"POL","IRL","Utilities",4789582
2005,"DNK","NLD","Financial Services",91281648
2005,"MLT","CZE","Health",4719
2005,"BEL","BGR","Health",120329
2005,"CYP","JPN","Utilities",1588466
2005,"NOR","ROU","Financial Services",651194
2005,"ITA","VEN","Other Services",4718800
2005,"DNK","EST","Utilities",5763227.66666667
2005,"HUN","MLT","Transport Services",28312
2005,"BRA","IRL","Other Services",2359400
2005,"IRL","PRT","Air Transport",17498883.3333333
2005,"NPL","RUS","Communications",9038
2005,"MYS","FRA","Other Services",53086500
2005,"DZA","RUS","Other Services",195942
2005,"VNM","RUS","Water Transport",3423886.5
2005,"CZE","EST","Business Services",3152749.5
2005,"KOR","BEL","Other Services",10537600
2005,"IRL","AUT","Other Services",139204600
2005,"NLD","LUX","Wholesale Trade",11777338.3333333
2005,"LUX","TUR","Water Transport",1710565
2005,"CAN","AUT","Real Estate",10027450
2005,"IRL","ESP","Vehicle Trade",17498883.3333333
2005,"QAT","SRB","Hospitality",105000
2005,"SRB","ITA","Communications",8702000
